,Unnamed: 0,No,year,month,day,hour,season,AQI,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
307,44131,44132,2015,1,13,19,4,456,206,315,244,254,-7,79,1031,-4,NE,0.89,0,0
308,44132,44133,2015,1,13,20,4,456,228,308,260,257,-7,85,1031,-5,NE,1.78,0,0
309,44133,44134,2015,1,13,21,4,458,238,372,291,331,-9,73,1031,-5,SE,0.89,0,0
310,44134,44135,2015,1,13,22,4,451,267,448,376,350,-6,85,1032,-4,cv,0.89,0,0
311,44135,44136,2015,1,13,23,4,448,310,456,386,334,-9,79,1031,-6,cv,1.78,0,0
312,44136,44137,2015,1,14,0,4,380,319,421,351,287,-8,85,1031,-6,NW,0.89,0,0
313,44137,44138,2015,1,14,1,4,189,292,415,303,272,-8,85,1031,-6,NE,0.89,0,0
314,44138,44139,2015,1,14,2,4,103,264,399,301,259,-9,85,1031,-7,NW,1.79,0,0
315,44139,44140,2015,1,14,3,4,59,213,310,259,202,-8,79,1031,-5,NW,3.58,0,0
316,44140,44141,2015,1,14,4,4,26,171,227,191,159,-7,73,1031,-3,NW,6.71,0,0
317,44141,44142,2015,1,14,5,4,19,166,174,162,170,-8,68,1030,-3,NW,8.5,0,0
318,44142,44143,2015,1,14,6,4,36,165,180,163,163,-8,68,1031,-3,NW,10.29,0,0
319,44143,44144,2015,1,14,7,4,55,170,170,161,160,-8,63,1031,-2,NW,13.42,0,0
320,44144,44145,2015,1,14,8,4,66,162,164,161,170,-9,63,1031,-3,NW,17.44,0,0
321,44145,44146,2015,1,14,9,4,44,166,177,163,172,-9,58,1031,-2,NW,21.46,0,0
322,44146,44147,2015,1,14,10,4,35,179,197,189,235,-9,58,1032,-2,NW,25.48,0,0
323,44147,44148,2015,1,14,11,4,31,204,238,235,225,-9,54,1031,-1,NW,29.5,0,0
324,44148,44149,2015,1,14,12,4,32,225,217,230,228,-8,58,1030,-1,NW,32.63,0,0
325,44149,44150,2015,1,14,13,4,32,233,230,232,231,-8,58,1030,-1,NW,34.42,0,0
326,44150,44151,2015,1,14,14,4,32,247,261,243,248,-8,54,1029,0,NW,37.55,0,0
327,44151,44152,2015,1,14,15,4,31,258,286,262,262,-8,54,1029,0,NW,39.34,0,0
328,44152,44153,2015,1,14,16,4,30,254,296,269,261,-7,59,1029,0,SE,0.89,0,0
329,44153,44154,2015,1,14,17,4,28,247,304,265,261,-8,54,1030,0,cv,0.89,0,0
330,44154,44155,2015,1,14,18,4,26,210,303,274,250,-8,58,1030,-1,SE,0.89,0,0
331,44155,44156,2015,1,14,19,4,25,265,302,281,259,-9,54,1030,-1,SE,1.78,0,0
332,44156,44157,2015,1,14,20,4,25,281,323,301,280,-8,73,1030,-4,cv,0.89,0,0
333,44157,44158,2015,1,14,21,4,25,266,360,322,307,-9,68,1030,-4,SE,0.89,0,0
334,44158,44159,2015,1,14,22,4,22,271,394,324,325,-9,73,1030,-5,NE,0.89,0,0
335,44159,44160,2015,1,14,23,4,20,299,430,330,328,-8,79,1030,-5,cv,0.89,0,0
336,44160,44161,2015,1,15,0,4,20,295,431,311,302,-8,79,1029,-5,cv,1.78,0,0
337,44161,44162,2015,1,15,1,4,24,279,402,272,306,-9,73,1029,-5,cv,2.67,0,0
338,44162,44163,2015,1,15,2,4,64,266,418,285,308,-10,73,1029,-6,cv,3.56,0,0
339,44163,44164,2015,1,15,3,4,45,274,414,303,316,-9,79,1029,-6,NW,1.79,0,0
340,44164,44165,2015,1,15,4,4,49,265,395,276,321,-10,79,1029,-7,NW,2.68,0,0
341,44165,44166,2015,1,15,5,4,53,254,325,234,261,-9,79,1029,-6,NW,4.47,0,0
342,44166,44167,2015,1,15,6,4,80,212,318,235,237,-10,85,1029,-8,cv,0.89,0,0
343,44167,44168,2015,1,15,7,4,99,208,304,214,211,-9,79,1029,-6,NW,3.13,0,0
344,44168,44169,2015,1,15,8,4,103,191,300,214,218,-10,73,1029,-6,NW,4.92,0,0
345,44169,44170,2015,1,15,9,4,106,195,274,215,230,-8,79,1030,-5,SE,0.89,0,0
349,44173,44174,2015,1,15,13,4,147,461,631,354,568,-4,80,1027,-1,SE,1.79,0,0
350,44174,44175,2015,1,15,14,4,163,442,502,460,441,-5,69,1027,0,cv,0.89,0,0
351,44175,44176,2015,1,15,15,4,168,374,509,483,466,-5,69,1027,0,SE,1.79,0,0
352,44176,44177,2015,1,15,16,4,171,383,561,465,475,-7,59,1026,0,SE,3.58,0,0
353,44177,44178,2015,1,15,17,4,165,370,541,426,475,-6,68,1026,-1,cv,0.89,0,0
354,44178,44179,2015,1,15,18,4,160,413,489,450,433,-5,74,1026,-1,SE,1.79,0,0
355,44179,44180,2015,1,15,19,4,148,408,481,428,423,-5,74,1026,-1,SE,2.68,0,0
356,44180,44181,2015,1,15,20,4,147,392,511,450,447,-6,85,1026,-4,SE,3.57,0,0
357,44181,44182,2015,1,15,21,4,146,409,525,428,461,-6,85,1026,-4,NE,0.89,0,0
358,44182,44183,2015,1,15,22,4,146,449,543,460,470,-7,85,1025,-5,SE,0.89,0,0
359,44183,44184,2015,1,15,23,4,153,451,521,497,483,-6,92,1025,-5,SE,1.78,0,0
360,44184,44185,2015,1,16,0,4,161,442,533,512,484,-7,92,1025,-6,cv,0.89,0,0
361,44185,44186,2015,1,16,1,4,175,438,521,513,502,-6,92,1025,-5,cv,1.78,0,0
362,44186,44187,2015,1,16,2,4,185,427,530,501,490,-7,92,1025,-6,cv,2.67,0,0
363,44187,44188,2015,1,16,3,4,149,257,522,490,355,-5,100,1025,-5,SE,1.79,0,0
364,44188,44189,2015,1,16,4,4,86,68,186,149,31,-6,100,1025,-6,cv,0.89,0,0
365,44189,44190,2015,1,16,5,4,68,9,6,14,11,-8,92,1025,-7,NW,1.79,0,0
366,44190,44191,2015,1,16,6,4,67,3,3,13,9,-8,92,1025,-7,NW,3.58,0,0
367,44191,44192,2015,1,16,7,4,72,9,8,14,14,-10,79,1026,-7,SE,1.79,0,0
368,44192,44193,2015,1,16,8,4,69,6,8,18,22,-13,36,1027,0,NW,8.94,0,0
369,44193,44194,2015,1,16,9,4,74,12,3,11,17,-17,24,1028,1,NW,20.12,0,0
370,44194,44195,2015,1,16,10,4,77,13,3,10,16,-18,22,1029,1,NW,32.19,0,0
371,44195,44196,2015,1,16,11,4,58,10,3,18,21,-18,22,1030,1,NW,46.05,0,0
372,44196,44197,2015,1,16,12,4,54,6,3,16,16,-18,19,1030,3,NW,57.23,0,0
373,44197,44198,2015,1,16,13,4,48,11,3,11,13,-19,18,1029,3,NW,68.41,0,0
374,44198,44199,2015,1,16,14,4,36,7,3,10,16,-19,16,1029,4,NW,78.24,0,0
375,44199,44200,2015,1,16,15,4,32,5,3,8,13,-19,16,1030,4,NW,87.18,0,0
376,44200,44201,2015,1,16,16,4,31,5,3,8,13,-18,19,1030,3,NW,97.01,0,0
377,44201,44202,2015,1,16,17,4,30,8,3,8,12,-19,19,1031,2,NW,106.84,0,0
378,44202,44203,2015,1,16,18,4,27,8,3,11,10,-18,22,1032,1,NW,114.89,0,0
379,44203,44204,2015,1,16,19,4,30,8,3,14,14,-17,26,1034,0,NW,122.04,0,0
380,44204,44205,2015,1,16,20,4,42,8,3,14,15,-16,30,1035,-1,NW,130.09,0,0
381,44205,44206,2015,1,16,21,4,53,9,3,9,11,-16,33,1035,-2,NW,134.11,0,0
382,44206,44207,2015,1,16,22,4,59,10,3,11,9,-17,33,1036,-3,NW,139.03,0,0
383,44207,44208,2015,1,16,23,4,62,12,3,11,10,-16,35,1036,-3,NW,144.84,0,0
384,44208,44209,2015,1,17,0,4,63,12,3,13,14,-17,38,1036,-5,cv,0.89,0,0
385,44209,44210,2015,1,17,1,4,64,11,10,20,24,-17,41,1035,-6,NW,4.02,0,0
386,44210,44211,2015,1,17,2,4,69,14,4,15,14,-17,41,1035,-6,NE,4.92,0,0
387,44211,44212,2015,1,17,3,4,63,11,3,15,11,-17,38,1036,-5,NW,4.02,0,0
388,44212,44213,2015,1,17,4,4,65,8,3,9,10,-17,38,1035,-5,NE,5.81,0,0
389,44213,44214,2015,1,17,5,4,72,10,5,11,16,-17,41,1034,-6,NE,7.6,0,0
390,44214,44215,2015,1,17,6,4,78,8,6,14,13,-17,41,1034,-6,NE,10.73,0,0
391,44215,44216,2015,1,17,7,4,80,10,15,12,15,-17,41,1035,-6,NE,13.86,0,0
392,44216,44217,2015,1,17,8,4,105,9,3,16,14,-17,41,1035,-6,NW,1.79,0,0
393,44217,44218,2015,1,17,9,4,122,7,3,14,25,-17,35,1035,-4,NW,4.92,0,0
394,44218,44219,2015,1,17,10,4,128,19,3,18,20,-16,35,1035,-3,NW,8.05,0,0
395,44219,44220,2015,1,17,11,4,113,64,26,68,69,-16,30,1035,-1,NW,9.84,0,0
396,44220,44221,2015,1,17,12,4,98,85,67,93,82,-15,31,1033,0,cv,0.89,0,0
397,44221,44222,2015,1,17,13,4,94,89,74,90,89,-16,26,1031,1,cv,2.68,0,0
398,44222,44223,2015,1,17,14,4,99,88,71,91,89,-16,24,1030,2,cv,4.47,0,0
399,44223,44224,2015,1,17,15,4,103,104,79,101,98,-16,23,1030,3,SE,3.13,0,0
400,44224,44225,2015,1,17,16,4,104,124,98,119,117,-15,27,1029,2,SE,4.92,0,0
401,44225,44226,2015,1,17,17,4,104,127,116,130,122,-15,27,1028,2,SE,6.71,0,0
402,44226,44227,2015,1,17,18,4,100,131,119,131,126,-14,39,1028,-2,SE,7.6,0,0
403,44227,44228,2015,1,17,19,4,100,157,135,144,149,-13,45,1028,-3,NE,0.89,0,0
408,44232,44233,2015,1,18,0,4,111,163,242,236,177,-13,42,1025,-2,NE,1.79,0,0
424,44248,44249,2015,1,18,16,4,26,8,3,17,10,-16,20,1019,5,NW,51.42,0,0
425,44249,44250,2015,1,18,17,4,20,9,3,10,16,-16,21,1019,4,NW,60.36,0,0
426,44250,44251,2015,1,18,18,4,19,9,3,14,19,-16,21,1020,4,NW,68.41,0,0
427,44251,44252,2015,1,18,19,4,21,10,3,13,15,-16,23,1021,3,NW,75.56,0,0
428,44252,44253,2015,1,18,20,4,23,6,3,11,12,-16,24,1022,2,NW,81.37,0,0
429,44253,44254,2015,1,18,21,4,21,5,3,11,19,-16,24,1022,2,NW,89.42,0,0
430,44254,44255,2015,1,18,22,4,23,4,3,12,13,-16,26,1023,1,NW,97.47,0,0
431,44255,44256,2015,1,18,23,4,23,4,3,12,12,-14,33,1023,0,SE,1.79,0,0
432,44256,44257,2015,1,19,0,4,24,6,3,8,8,-15,33,1024,-1,NW,1.79,0,0
433,44257,44258,2015,1,19,1,4,24,3,3,9,6,-14,36,1024,-1,NW,3.58,0,0
434,44258,44259,2015,1,19,2,4,26,4,23,10,15,-14,36,1025,-1,NW,6.71,0,0
435,44259,44260,2015,1,19,3,4,27,11,36,20,26,-14,45,1025,-4,cv,0.89,0,0
436,44260,44261,2015,1,19,4,4,28,12,40,19,19,-14,45,1025,-4,cv,1.78,0,0
437,44261,44262,2015,1,19,5,4,30,12,53,18,20,-14,53,1026,-6,cv,2.67,0,0
438,44262,44263,2015,1,19,6,4,32,10,52,28,40,-15,61,1026,-9,NE,1.79,0,0
439,44263,44264,2015,1,19,7,4,32,19,49,41,41,-15,45,1027,-5,cv,0.89,0,0
440,44264,44265,2015,1,19,8,4,30,32,92,55,53,-15,48,1027,-6,NW,0.89,0,0
441,44265,44266,2015,1,19,9,4,53,44,60,66,39,-14,39,1028,-2,NW,2.68,0,0
442,44266,44267,2015,1,19,10,4,50,36,45,58,43,-16,26,1028,1,cv,0.89,0,0
443,44267,44268,2015,1,19,11,4,55,52,51,53,56,-16,23,1028,3,NW,1.79,0,0
444,44268,44269,2015,1,19,12,4,60,51,60,69,64,-16,21,1027,4,cv,0.89,0,0
445,44269,44270,2015,1,19,13,4,55,48,45,66,50,-15,21,1026,5,SE,1.79,0,0
448,44272,44273,2015,1,19,16,4,62,61,34,63,69,-15,20,1024,6,SE,12.96,0,0
449,44273,44274,2015,1,19,17,4,53,54,84,75,83,-15,23,1024,4,SE,14.75,0,0
450,44274,44275,2015,1,19,18,4,49,81,97,87,88,-15,29,1024,1,SE,15.64,0,0
451,44275,44276,2015,1,19,19,4,48,88,109,88,92,-14,31,1024,1,SE,17.43,0,0
452,44276,44277,2015,1,19,20,4,63,88,86,84,80,-13,34,1024,1,SE,19.22,0,0
453,44277,44278,2015,1,19,21,4,85,71,74,69,61,-10,50,1025,-1,cv,0.89,0,0
454,44278,44279,2015,1,19,22,4,104,54,68,59,63,-11,46,1025,-1,SE,1.79,0,0
455,44279,44280,2015,1,19,23,4,124,54,95,83,90,-11,53,1025,-3,cv,0.89,0,0
456,44280,44281,2015,1,20,0,4,124,70,104,98,91,-10,58,1025,-3,cv,1.78,0,0
457,44281,44282,2015,1,20,1,4,130,76,94,83,75,-11,67,1025,-6,NW,0.89,0,0
458,44282,44283,2015,1,20,2,4,133,73,95,81,79,-11,73,1024,-7,NW,1.78,0,0
459,44283,44284,2015,1,20,3,4,139,74,110,89,78,-10,79,1024,-7,cv,0.45,0,0
460,44284,44285,2015,1,20,4,4,138,70,104,81,73,-12,67,1023,-7,NW,0.89,0,0
461,44285,44286,2015,1,20,5,4,182,72,88,74,78,-12,62,1023,-6,NW,2.68,0,0
462,44286,44287,2015,1,20,6,4,238,76,89,71,80,-13,72,1023,-9,NW,4.47,0,0
463,44287,44288,2015,1,20,7,4,242,72,90,72,86,-12,72,1023,-8,NW,7.6,0,0
464,44288,44289,2015,1,20,8,4,237,74,127,77,85,-11,67,1023,-6,NW,9.39,0,0
465,44289,44290,2015,1,20,9,4,237,76,135,87,97,-10,58,1023,-3,NW,12.52,0,0
466,44290,44291,2015,1,20,10,4,234,84,99,100,99,-10,46,1024,0,NW,16.54,0,0
467,44291,44292,2015,1,20,11,4,234,83,92,92,92,-11,37,1023,2,NW,19.67,0,0
468,44292,44293,2015,1,20,12,4,237,69,77,76,70,-9,40,1022,3,NW,23.69,0,0
469,44293,44294,2015,1,20,13,4,250,74,88,81,82,-9,38,1021,4,NW,25.48,0,0
470,44294,44295,2015,1,20,14,4,246,81,93,87,88,-9,35,1020,5,cv,1.79,0,0
471,44295,44296,2015,1,20,15,4,237,86,98,89,92,-9,38,1020,4,cv,2.68,0,0
472,44296,44297,2015,1,20,16,4,226,89,102,91,94,-9,38,1020,4,SE,1.79,0,0
473,44297,44298,2015,1,20,17,4,223,91,107,91,102,-9,40,1021,3,cv,0.89,0,0
474,44298,44299,2015,1,20,18,4,222,107,115,102,103,-9,43,1022,2,cv,1.78,0,0
475,44299,44300,2015,1,20,19,4,225,106,126,114,123,-9,43,1022,2,cv,2.67,0,0
476,44300,44301,2015,1,20,20,4,244,108,151,122,132,-9,58,1023,-2,cv,3.12,0,0
477,44301,44302,2015,1,20,21,4,244,111,154,118,127,-8,58,1023,-1,cv,4.01,0,0
478,44302,44303,2015,1,20,22,4,233,92,154,86,72,-11,53,1024,-3,cv,4.9,0,0
479,44303,44304,2015,1,20,23,4,250,41,60,47,38,-10,67,1024,-5,NW,3.13,0,0
480,44304,44305,2015,1,21,0,4,261,9,11,17,8,-10,58,1025,-3,NW,6.26,0,0
481,44305,44306,2015,1,21,1,4,274,9,7,12,10,-9,63,1025,-3,NW,10.28,0,0
482,44306,44307,2015,1,21,2,4,293,7,7,9,11,-11,58,1026,-4,NW,13.41,0,0
483,44307,44308,2015,1,21,3,4,305,12,10,13,9,-10,58,1026,-3,NW,17.43,0,0
484,44308,44309,2015,1,21,4,4,303,9,8,12,8,-11,62,1026,-5,NW,20.56,0,0
485,44309,44310,2015,1,21,5,4,305,7,7,12,8,-11,58,1027,-4,NE,3.13,0,0
486,44310,44311,2015,1,21,6,4,307,9,9,11,11,-11,58,1028,-4,NW,1.79,0,0
487,44311,44312,2015,1,21,7,4,299,6,7,12,13,-11,58,1029,-4,NW,5.81,0,0
488,44312,44313,2015,1,21,8,4,259,9,6,12,15,-11,58,1029,-4,NW,9.83,0,0
489,44313,44314,2015,1,21,9,4,200,13,7,17,15,-12,37,1030,1,NW,13.85,0,0
490,44314,44315,2015,1,21,10,4,125,11,5,15,11,-13,29,1030,3,NW,17.87,0,0
491,44315,44316,2015,1,21,11,4,133,16,3,14,10,-15,21,1030,5,NW,23.68,0,0
492,44316,44317,2015,1,21,12,4,110,12,5,9,15,-16,18,1029,6,NW,28.6,0,0
493,44317,44318,2015,1,21,13,4,81,9,3,9,11,-19,14,1028,6,NE,4.92,0,0
494,44318,44319,2015,1,21,14,4,74,8,3,9,13,-20,13,1027,6,NW,4.92,0,0
495,44319,44320,2015,1,21,15,4,110,9,3,7,11,-19,13,1027,7,NW,8.05,0,0
496,44320,44321,2015,1,21,16,4,130,10,3,15,12,-17,17,1027,6,NW,11.18,0,0
497,44321,44322,2015,1,21,17,4,126,10,3,11,18,-19,18,1028,3,NW,14.31,0,0
498,44322,44323,2015,1,21,18,4,135,16,6,13,20,-16,21,1028,4,NW,18.33,0,0
499,44323,44324,2015,1,21,19,4,136,28,12,18,33,-16,24,1028,2,NW,22.35,0,0
500,44324,44325,2015,1,21,20,4,135,33,18,24,34,-15,27,1028,2,NW,25.48,0,0
501,44325,44326,2015,1,21,21,4,139,28,30,27,42,-14,36,1028,-1,cv,0.89,0,0
502,44326,44327,2015,1,21,22,4,124,30,40,26,26,-13,42,1028,-2,cv,1.78,0,0
503,44327,44328,2015,1,21,23,4,97,31,30,32,31,-12,49,1028,-3,cv,2.67,0,0
504,44328,44329,2015,1,22,0,4,91,33,33,32,36,-13,42,1028,-2,cv,3.56,0,0
505,44329,44330,2015,1,22,1,4,89,56,86,59,44,-14,45,1028,-4,NW,1.79,0,0
506,44330,44331,2015,1,22,2,4,91,52,70,56,26,-14,49,1028,-5,cv,0.89,0,0
507,44331,44332,2015,1,22,3,4,96,26,47,41,35,-14,53,1027,-6,NE,0.89,0,0
508,44332,44333,2015,1,22,4,4,106,31,38,35,41,-15,57,1027,-8,cv,0.45,0,0
509,44333,44334,2015,1,22,5,4,114,31,48,42,35,-15,57,1027,-8,cv,0.9,0,0
510,44334,44335,2015,1,22,6,4,119,27,49,39,40,-15,66,1027,-10,NW,1.79,0,0
511,44335,44336,2015,1,22,7,4,126,41,63,64,64,-15,66,1027,-10,cv,0.45,0,0
512,44336,44337,2015,1,22,8,4,130,57,104,91,99,-14,67,1027,-9,NE,0.89,0,0
513,44337,44338,2015,1,22,9,4,122,84,170,150,163,-11,62,1027,-5,NE,1.78,0,0
516,44340,44341,2015,1,22,12,4,124,106,151,167,143,-11,40,1025,1,NE,1.79,0,0
517,44341,44342,2015,1,22,13,4,131,159,150,146,145,-11,34,1024,3,cv,0.89,0,0
518,44342,44343,2015,1,22,14,4,139,135,164,145,133,-12,30,1023,4,SE,1.79,0,0
519,44343,44344,2015,1,22,15,4,144,115,100,109,101,-11,32,1022,4,SE,3.58,0,0
520,44344,44345,2015,1,22,16,4,160,173,157,161,160,-11,32,1022,4,SE,5.37,0,0
521,44345,44346,2015,1,22,17,4,178,257,226,240,228,-11,37,1021,2,SE,7.16,0,0
522,44346,44347,2015,1,22,18,4,182,219,198,196,179,-11,43,1021,0,SE,8.95,0,0
523,44347,44348,2015,1,22,19,4,182,208,192,190,178,-11,46,1022,-1,SE,9.84,0,0
524,44348,44349,2015,1,22,20,4,182,203,190,184,171,-10,54,1022,-2,cv,0.89,0,0
525,44349,44350,2015,1,22,21,4,188,208,183,174,167,-10,58,1021,-3,SE,0.89,0,0
526,44350,44351,2015,1,22,22,4,198,210,187,175,168,-9,63,1021,-3,SE,1.78,0,0
527,44351,44352,2015,1,22,23,4,211,202,227,174,235,-9,63,1021,-3,SE,3.57,0,0
528,44352,44353,2015,1,23,0,4,226,243,286,221,300,-10,58,1020,-3,cv,0.89,0,0
529,44353,44354,2015,1,23,1,4,235,286,353,289,292,-10,67,1020,-5,NE,0.89,0,0
530,44354,44355,2015,1,23,2,4,242,265,321,293,253,-11,73,1020,-7,cv,0.89,0,0
531,44355,44356,2015,1,23,3,4,247,260,294,253,217,-10,73,1019,-6,cv,1.34,0,0
532,44356,44357,2015,1,23,4,4,250,239,278,207,196,-11,67,1019,-6,NW,1.79,0,0
533,44357,44358,2015,1,23,5,4,257,207,266,211,188,-12,67,1019,-7,NW,4.92,0,0
534,44358,44359,2015,1,23,6,4,266,200,240,212,190,-11,73,1019,-7,cv,0.45,0,0
535,44359,44360,2015,1,23,7,4,267,197,235,191,201,-13,72,1019,-9,NW,0.89,0,0
536,44360,44361,2015,1,23,8,4,271,192,255,204,193,-11,78,1019,-8,cv,0.89,0,0
537,44361,44362,2015,1,23,9,4,265,194,238,218,193,-10,62,1019,-4,NW,1.79,0,0
538,44362,44363,2015,1,23,10,4,267,209,208,201,186,-9,54,1019,-1,NW,4.92,0,0
539,44363,44364,2015,1,23,11,4,262,216,292,204,198,-10,43,1019,1,NW,6.71,0,0
540,44364,44365,2015,1,23,12,4,259,214,212,207,194,-11,32,1018,4,cv,0.89,0,0
541,44365,44366,2015,1,23,13,4,263,216,265,209,196,-11,34,1017,3,NW,1.79,0,0
543,44367,44368,2015,1,23,15,4,188,159,124,230,211,-11,30,1017,5,cv,1.78,0,0
544,44368,44369,2015,1,23,16,4,88,233,249,242,227,-11,30,1017,5,cv,2.67,0,0
545,44369,44370,2015,1,23,17,4,60,265,263,248,242,-11,34,1017,3,cv,3.56,0,0
546,44370,44371,2015,1,23,18,4,45,266,278,253,241,-11,40,1018,1,cv,4.45,0,0
547,44371,44372,2015,1,23,19,4,36,275,318,271,257,-11,32,1019,4,NW,1.79,0,0
548,44372,44373,2015,1,23,20,4,27,279,348,253,244,-9,58,1020,-2,SE,0.89,0,0
549,44373,44374,2015,1,23,21,4,23,287,389,330,287,-11,53,1021,-3,cv,0.89,0,0
550,44374,44375,2015,1,23,22,4,26,281,417,310,280,-9,58,1021,-2,cv,1.78,0,0
551,44375,44376,2015,1,23,23,4,28,280,372,295,254,-10,67,1022,-5,NW,4.02,0,0
552,44376,44377,2015,1,24,0,4,30,166,233,177,90,-10,62,1022,-4,cv,0.89,0,0
553,44377,44378,2015,1,24,1,4,30,53,160,82,48,-12,37,1023,1,NE,1.79,0,0
554,44378,44379,2015,1,24,2,4,30,31,59,45,35,-12,32,1023,3,NE,6.71,0,0
555,44379,44380,2015,1,24,3,4,30,34,136,29,20,-13,31,1024,2,NE,10.73,0,0
556,44380,44381,2015,1,24,4,4,29,29,38,34,38,-13,29,1024,3,NE,14.75,0,0
557,44381,44382,2015,1,24,5,4,28,26,48,29,21,-14,29,1025,2,NE,17.88,0,0
558,44382,44383,2015,1,24,6,4,28,15,63,28,28,-14,33,1025,0,cv,0.89,0,0
559,44383,44384,2015,1,24,7,4,28,91,58,63,90,-11,50,1026,-2,cv,1.78,0,0
560,44384,44385,2015,1,24,8,4,28,100,150,98,100,-10,54,1027,-2,cv,2.67,0,0
561,44385,44386,2015,1,24,9,4,27,97,137,105,106,-9,54,1028,-1,cv,3.56,0,0
562,44386,44387,2015,1,24,10,4,26,105,152,121,126,-7,51,1029,2,cv,5.35,0,0
563,44387,44388,2015,1,24,11,4,25,105,134,111,112,-7,51,1029,2,SE,1.79,0,0
564,44388,44389,2015,1,24,12,4,23,98,132,102,109,-8,47,1027,2,SE,3.58,0,0
565,44389,44390,2015,1,24,13,4,23,107,112,107,102,-8,41,1026,4,cv,0.89,0,0
566,44390,44391,2015,1,24,14,4,24,97,110,96,93,-8,44,1026,3,cv,1.78,0,0
567,44391,44392,2015,1,24,15,4,33,64,98,88,93,-10,35,1026,4,cv,2.67,0,0
568,44392,44393,2015,1,24,16,4,37,64,104,89,98,-11,34,1027,3,cv,3.56,0,0
569,44393,44394,2015,1,24,17,4,23,83,122,93,103,-11,37,1027,2,cv,4.45,0,0
570,44394,44395,2015,1,24,18,4,24,85,95,79,79,-10,37,1027,3,SE,1.79,0,0
571,44395,44396,2015,1,24,19,4,25,81,103,80,77,-6,55,1028,2,SE,3.58,0.2,0.2
572,44396,44397,2015,1,24,20,4,27,80,109,76,81,-3,80,1028,0,cv,0.89,0,0
573,44397,44398,2015,1,24,21,4,28,98,102,81,76,-3,86,1028,-1,SE,0.89,0,0
574,44398,44399,2015,1,24,22,4,28,100,96,91,96,-2,92,1028,-1,cv,0.89,0,0
575,44399,44400,2015,1,24,23,4,41,105,125,88,100,-2,92,1028,-1,cv,1.78,0,0
576,44400,44401,2015,1,25,0,4,51,82,125,87,95,-2,92,1028,-1,SE,1.79,0,0
577,44401,44402,2015,1,25,1,4,61,105,105,88,86,-2,92,1027,-1,SE,2.68,0,0
578,44402,44403,2015,1,25,2,4,66,87,110,83,83,-3,86,1027,-1,SE,3.57,0,0
579,44403,44404,2015,1,25,3,4,62,79,85,68,78,-3,86,1027,-1,SE,4.46,0,0
580,44404,44405,2015,1,25,4,4,56,68,90,70,61,-3,86,1026,-1,SE,6.25,0,0
581,44405,44406,2015,1,25,5,4,60,73,82,64,71,-3,86,1026,-1,SE,7.14,0,0
582,44406,44407,2015,1,25,6,4,55,86,95,75,73,-3,86,1026,-1,SE,8.03,0,0
583,44407,44408,2015,1,25,7,4,29,96,99,84,87,-3,86,1026,-1,cv,0.89,0,0
584,44408,44409,2015,1,25,8,4,22,106,103,90,97,-3,86,1026,-1,cv,1.78,0,0
585,44409,44410,2015,1,25,9,4,19,110,119,105,101,-2,92,1027,-1,cv,2.67,0,0
586,44410,44411,2015,1,25,10,4,24,121,121,111,110,-2,86,1027,0,cv,3.56,0,0
587,44411,44412,2015,1,25,11,4,26,135,134,111,118,-2,80,1026,1,cv,4.45,0,0
588,44412,44413,2015,1,25,12,4,23,149,138,131,129,-3,69,1025,2,SE,1.79,0,0
590,44414,44415,2015,1,25,14,4,39,139,152,125,127,-4,55,1023,4,NW,1.79,0,0
591,44415,44416,2015,1,25,15,4,33,157,147,134,127,-4,52,1022,5,cv,0.89,0,0
592,44416,44417,2015,1,25,16,4,29,168,164,145,141,-3,60,1022,4,SE,1.79,0,0
593,44417,44418,2015,1,25,17,4,28,205,188,180,178,-4,64,1022,2,cv,0.89,0,0
594,44418,44419,2015,1,25,18,4,32,206,211,190,177,-4,74,1023,0,cv,1.78,0,0
595,44419,44420,2015,1,25,19,4,50,205,209,189,177,-4,69,1023,1,cv,2.67,0,0
596,44420,44421,2015,1,25,20,4,60,222,214,190,190,-4,80,1024,-1,cv,3.56,0,0
597,44421,44422,2015,1,25,21,4,66,210,213,187,186,-3,80,1024,0,SE,1.79,0,0
598,44422,44423,2015,1,25,22,4,81,227,232,213,204,-3,80,1024,0,SE,3.58,0,0
599,44423,44424,2015,1,25,23,4,98,236,240,225,214,-3,80,1024,0,SE,5.37,0,0
600,44424,44425,2015,1,26,0,4,106,242,245,225,225,-5,86,1025,-3,cv,0.45,0,0
601,44425,44426,2015,1,26,1,4,115,246,251,218,214,-5,92,1024,-4,cv,1.34,0,0
602,44426,44427,2015,1,26,2,4,125,239,261,229,233,-7,92,1023,-6,cv,2.23,0,0
603,44427,44428,2015,1,26,3,4,143,242,270,253,256,-6,92,1023,-5,NW,0.89,0,0
604,44428,44429,2015,1,26,4,4,170,235,302,266,253,-7,100,1023,-7,NW,2.68,0,0
605,44429,44430,2015,1,26,5,4,182,261,309,274,268,-7,92,1022,-6,cv,0.89,0,0
606,44430,44431,2015,1,26,6,4,133,278,300,282,226,-5,92,1023,-4,NW,1.79,0,0
607,44431,44432,2015,1,26,7,4,130,207,273,240,172,-4,92,1024,-3,NW,4.92,0,0
608,44432,44433,2015,1,26,8,4,122,162,246,203,107,-4,86,1026,-2,NW,10.73,0,0
